,topic,v_lat,v_lon,Country,event_url,event_name,maxdist,mediandist,ID_event,date,venue_name,count_part
214,Films,52.506683,13.391534,de,https://www.meetup.com/Climate-Action-Berlin/events/259443068/, E-Waste. Can you and your blender save the planet?,5000.0,2992.607744242788,259443068,Tue Apr 16 19:00:00 2019,betahaus | Kreuzberg,4
215,Tech,52.52,13.38,de,https://www.meetup.com/EXUSG-DE/events/259465352/,EXUSG Meetup Q3 2019,7.0,7.0,259465352,Thu Aug 22 18:00:00 2019,,4
216,Tech,52.52,13.38,de,https://www.meetup.com/EXUSG-DE/events/259465360/,EXUSG Meetup Q4 2019,7.0,7.0,259465360,Thu Nov 14 18:00:00 2019,,3
217,"Social,Well-being,Education,Business,Spirituality",52.50638000000001,13.373239000000002,de,https://www.meetup.com/oodley/events/259465995/,Meetup Berlin - Networking Workshop,7.0,7.0,259465995,Tue Apr 30 18:00:00 2019,WeWork,7
218,"Spirituality,Tech,Education",52.516766,13.390459,de,https://www.meetup.com/Agile-Werkzeugkoffer-und-Erfahrungsaustausch/events/259466697/,Perfekte Agile Organisation/Teamarbeit,7.0,7.0,259466697,Tue Apr  2 19:30:00 2019,Microsoft Digital Eatery (www.digitaleatery.de),9
219,"Social,Tech,Business",52.500217000000006,13.270753,de,https://www.meetup.com/WeAreDevelopers-Community/events/259467668/,World Congress 2019 | Berlin Edition,461.3437445836276,7.0,259467668,Thu Jun  6 09:00:00 2019,CityCube Berlin,7
220,Tech,52.53153,13.3835,de,https://www.meetup.com/GOTO-Nights-Berlin/events/259469385/,"GOTO Night: Exploring Modern Web Development. Ember, GraphQL and Testing.",7.0,7.0,259469385,Tue Apr  9 19:00:00 2019,kloeckner.i GmbH,53
221,"Tech,Business",52.498272,13.460148,de,https://www.meetup.com/PMBerlin/events/259470998/,PM-Meetup #33: How do you make society both more productive and more human?,7.0,7.0,259470998,Thu Apr 11 19:00:00 2019,MHP Lab,36
222,"Social,Business",52.508228,13.374726999999998,de,https://www.meetup.com/business-netzwerken-berlin/events/259497078/,Business MeetUp am Potsdamer Platz mit Impuls zum Thema Wertsch\u00e4tzung,7.0,7.0,259497078,Wed Apr  3 10:00:00 2019,Caff\u00e8 e Gelato,7
223,Business,52.520008,13.404954,de,https://www.meetup.com/Berlin-Cashflow-Game-Investing-Club/events/259497247/,(Spielevent) Cashflow Game & Investing Berlin,7.0,7.0,259497247,Sun Apr 14 12:00:00 2019,Berlin,5
224,"Arts,Business,Well-being,Fitness,Languages,Support,Community",52.520008,13.404954,de,https://www.meetup.com/Trainers-Coaches-Consultants-Tribe/events/259498892/,"  How to Resolve Conflicts with Difficult Audiences, Participants and Clients?",7.0,7.0,259498892,Thu Apr 11 19:00:00 2019,Berlin,7
225,"Beliefs,Education",52.50656,13.391555,de,https://www.meetup.com/MIND-European-Foundation-for-Psychedelic-Science/events/259499551/,"Essential questions: Psychedelics, death, and dying",7.0,7.0,259499551,Fri Jun  7 19:30:00 2019,Betahaus (New Location),4
226,"Community,Movements",52.49157,13.433009,de,https://www.meetup.com/Together-Against-Climate-Change/events/259499867/,Climate change: what can WE do? \u2018Disobedience\u2019 film + discussion,7.0,7.0,259499867,Sun Apr 14 17:00:00 2019,IL KINO,16
227,"Business,Languages",52.513927,13.321934,de,https://www.meetup.com/startupschoolberlin/events/259499982/,From idea to founding a company in 4 months | \ud83d\udcca FORECAST (III),7.0,7.0,259499982,Tue Apr 16 18:30:00 2019,SRH Start-up Lab Berlin,13
228,"Business,Tech",52.53145,13.38474,de,https://www.meetup.com/BerlinStartups/events/259500983/,Insurtech Plattform Meetup,7.0,7.0,259500983,Tue Apr 16 18:00:00 2019,Signals Open Studios,8
229,"Tech,Business",52.493813,13.448288,de,https://www.meetup.com/Design-Sprint-Berlin/events/259501017/,First Design Sprint Berlin Meetup,7.0,7.0,259501017,Wed Apr 10 19:00:00 2019,MotionLab.Berlin,25
230,"Business,Languages",52.513927,13.321934,de,https://www.meetup.com/startupschoolberlin/events/259504766/,FINANCING YOUR STARTUP \ud83d\udcb8 with Dr. Michael Wehrheim,7.0,7.0,259504766,Thu Apr 11 09:30:00 2019,SRH Start-up Lab Berlin,11
231,"Well-being,Business",52.51115400000001,13.447975,de,https://www.meetup.com/Simple-Freelancing-Workshops-Berlin/events/259512149/,Stundensatz durchboxen \ud83d\udca5\ud83e\udd4a | 8 Freelancers only,7.0,7.0,259512149,Wed Apr  3 19:00:00 2019,"Stupid and Simple Studio, Berlin",2
232,"Tech,Business,Social",52.5001,13.374944,de,https://www.meetup.com/GTEC-Meetups/events/259525125/,HTGF x GTEC \u23aaBEYOND AUTOMATION,7.0,7.0,259525125,Thu Apr  4 18:00:00 2019,Bpart.Berlin,5
233,"Tech,Business,Social",52.50638000000001,13.373239000000002,de,https://www.meetup.com/Co-Found-Berlin/events/259525848/,CO-FOUND BERLIN: SPRING EVENT! ,7.0,7.0,259525848,Wed Apr 24 18:00:00 2019,WeWork,66
234,Tech,52.509384,13.39122,de,https://www.meetup.com/Konfidio-Blockchain-Pitch-Nights/events/259526080/,Energy Blockchain Startup Showcase,123.05326644796386,7.0,259526080,Mon Apr  8 18:00:00 2019,Mindspace Krausenstra\u00dfe,51
235,"Business,Education",52.537521,13.373713,de,https://www.meetup.com/Teamwork-Development-Lab/events/259526847/,Improv for New Work,7.0,7.0,259526847,Tue Apr 16 19:00:00 2019,Meeet (Coworking Space in Berlin) R\u00e4ume f\u00fcr Begegnungen,3
236,"Tech,Arts",52.50032,13.433043,de,https://www.meetup.com/Berlin-Creativity-Meetup/events/259526960/,Berlin Dribbble Meetup,7.0,7.0,259526960,Wed May 15 18:30:00 2019,Shopify/Oberlo HQ,21
237,"Well-being,Spirituality,Business",52.504696,13.333673999999998,de,https://www.meetup.com/Berlin-Self-Exploration-Meetup/events/259527605/,Understanding Personal Relationships by the Attachment Theory,7.0,7.0,259527605,Wed May  8 18:00:00 2019,WeWork,14
238,"Well-being,Spirituality,Business",52.49415,13.446454,de,https://www.meetup.com/Berlin-Self-Exploration-Meetup/events/259527802/,The power of communication and habit in dating \u201cThe Attachment Theory\u201d,7.0,7.0,259527802,Thu Apr 11 18:30:00 2019,Factory Berlin G\u00f6rlitzer Park,27
239,Tech,52.50753,13.391356,de,https://www.meetup.com/meetupai-Berlin/events/259528031/,"Meetup.ai Berlin #2.3 AI, Art and Collaboration ",7.0,7.0,259528031,Wed Apr  3 18:15:00 2019,ThoughtWorks,46
240,Tech,52.517883,13.412341,de,https://www.meetup.com/Microservices-Meetup-Berlin/events/259528738/,"microXchg Special Meetup: Quarkus & Helm (Peter Palaga, Reinhard N\u00e4gele)",7.0,7.0,259528738,Tue Apr  2 18:30:00 2019,Hypoport AG,5
241,,52.530533,13.341553,de,https://www.meetup.com/Berlin-Facilitators-Meetup/events/259529441/,Misserfolgsgeschichten \u00b7 Best of facilitation mishaps,7.0,7.0,259529441,Wed Apr 10 19:00:00 2019,Facilitation Academy,2
242,"Tech,Business,Well-being",52.509384,13.39122,de,https://www.meetup.com/energywebfoundation/events/259529587/,Energy Blockchain Startup Showcase,7.0,7.0,259529587,Mon Apr  8 18:00:00 2019,Mindspace Krausenstra\u00dfe,8
243,,52.530533,13.341553,de,https://www.meetup.com/Berlin-Facilitators-Meetup/events/259529935/,Planungstreffen / Planning Facilitationweek 2019,7.0,7.0,259529935,Wed Jun 12 19:00:00 2019,Facilitation Academy,11
244,Tech,52.49689,13.28684,de,https://www.meetup.com/Titanium-Berlin/events/259558470/,The Catching Up & Introduction Edition,253.61396118570568,130.30698059285282,259558470,Tue Apr 16 18:00:00 2019,Kronprinzendamm 21,4
245,Tech,52.52474,13.404665,de,https://www.meetup.com/Connected-Data-Berlin/events/259559695/,"Viewing Code as Property Graphs, Querying Property Graphs with Graph Databases",7.0,7.0,259559695,Wed Apr 10 18:00:00 2019,WeWork Neue Sch\u00f6nhauserstra\u00dfe 3-5,8
246,"Tech,Business,Education",52.507,13.391201,de,https://www.meetup.com/Le-Wagon-Berlin-Coding-Bootcamp/events/259560179/,Progressive Web Apps - Why you should use them / with Cloudinary,7.0,7.0,259560179,Thu Apr  4 19:00:00 2019,Le Wagon Berlin Coding Bootcamp,13
247,"Business,Tech",52.47351,13.457267000000002,de,https://www.meetup.com/Berlin-Content-Marketing-Copywriting-Meetup/events/259560448/,Content & Copy Meetup,7.0,7.0,259560448,Wed Apr 17 19:00:00 2019,Blinkist,26
248,"Business,Social,Well-being,Spirituality,Fashion,Education",52.515163,13.410243,de,https://www.meetup.com/SoulRebels/events/259561717/,Zeig mir deinen wunden Punkt | Wie Du mit Schw\u00e4chen umgehst,7.0,7.0,259561717,Tue May 21 18:30:00 2019,Alte M\u00fcnze,3
249,"Tech,Business",52.503334,13.435339,de,https://www.meetup.com/PS-Berlin/events/259593519/,2 Product Management Talks by sofatutor.com and Wayfair,7.0,7.0,259593519,Wed Apr  3 18:15:00 2019,Wayfair,5
250,Tech,52.53796,13.279751,de,https://www.meetup.com/Ministry-of-Testing-Berlin/events/259599782/,MoT Berlin #14 - Machine Learning in the New Age of QA Automation Tools,7.0,7.0,259599782,Tue Apr  2 18:00:00 2019,GameOn Entertainment B\u00fcro,6
251,"Fitness,Social,Singles,Music,Business,Languages,Outdoors,Food&Drink,Dancing",52.50638000000001,13.373239000000002,de,https://www.meetup.com/terpBL/events/259614967/,New in Town Game Night,7.0,7.0,259614967,Thu Apr 11 18:30:00 2019,WeWork,7
252,"Languages,Outdoors,Education",52.520008,13.404954,de,https://www.meetup.com/Kulturaustausch-Berlin-I-Expats-Internationals-Locals/events/259616843/,Kennenlernen / Meet & Greet - Kulturaustausch,6.506141861033008,6.096258688246626,259616843,Wed Apr 10 19:00:00 2019,Berlin,5
253,"Languages,Outdoors,Education",52.520008,13.404954,de,https://www.meetup.com/Kulturaustausch-Berlin-I-Expats-Internationals-Locals/events/259617075/,Finde deine Werte: Kulturen verstehen und mit ihnen umgehen,6.101908494505367,5.203816989010736,259617075,Wed May  8 19:00:00 2019,Berlin,2
254,"Community,Education",52.48844,13.410481,de,https://www.meetup.com/SustainabilityDiscourseBerlin/events/259618007/,Organisers meetup,7.0,7.0,259618007,Tue Apr  9 19:00:00 2019,Brauhaus S\u00fcdstern,10
255,"Business,Well-being,Social,Tech,Education",52.48243299999999,13.445179,de,https://www.meetup.com/berlinfounders/events/259630267/,Overcome Stage Fright so You Can Become Unstoppable! + Networking,76.79160522897708,7.0,259630267,Mon Apr  8 18:45:00 2019,Du Beast,7
256,"Well-being,Food&Drink",52.53218100000001,13.423992000000002,de,https://www.meetup.com/Meetup-COOK-EAT-MEET-BERLIN/events/259640468/,Vegan Baking Workshop,4485.411616364182,2992.607744242788,259640468,Sat Apr 27 14:00:00 2019,Raum Schwalbe,2
257,"Games,Tech",52.48068000000001,13.42619,de,https://www.meetup.com/video-game-club-berlin/events/259654220/,"Game discussion: Hellblade, Senua\u00b4s sacrifice",379.77673260744615,255.5178217382974,259654220,Sun Apr  7 19:00:00 2019,MUTED HORN,2
258,Tech,52.52889,13.395871,de,https://www.meetup.com/DevTalk-Berlin/events/259663543/,Offline-first Javascript Architekturen beherrschen lernen,7.0,7.0,259663543,Wed Apr  3 18:00:00 2019,mgm technology partners,3
259,"Well-being,Spirituality,Education",52.509975,13.464772,de,https://www.meetup.com/Berlin-Selbstliebe/events/259664390/,Fortgeschrittenengruppe: Selbstliebe \u00fcben,7.0,7.0,259664390,Fri Apr  5 19:30:00 2019,Selbsthilfe-Treffpunkt Friedrichshain-Kreuzberg,10
260,"Tech,Business",52.50479,13.366767,de,https://www.meetup.com/idalab-Seminar/events/259665702/,idalab seminar #18: Generating music in realtime with Artificial Intelligence,7.0,7.0,259665702,Thu Apr  4 19:00:00 2019,idalab GmbH,27
261,"Tech,Business",52.52,13.38,de,https://www.meetup.com/PS-Berlin/events/259665997/,Product Management Live Chat by Federal Reserve Bank PM ,4485.411616364182,2992.607744242788,259665997,Tue Apr  2 20:15:00 2019,,2
262,Tech,52.49946600000001,13.449257,de,https://www.meetup.com/BerlinSecurity/events/259667764/,BerlinSecurity Talks and Discussion,7.0,7.0,259667764,Tue Apr 16 18:00:00 2019,Mozilla Berlin office,21
263,"Business,Tech",52.453434,13.386931,de,https://www.meetup.com/Data-Science-Community-Day/events/259668723/,Data Science Community Day #08,7.0,7.0,259668723,Tue Apr  2 17:00:00 2019,Hella Aglaia Mobile Vision GmbH,16
264,"Tech,Business,Education",52.51137900000001,13.383920000000002,de,https://www.meetup.com/Czech-Innovation-Festival-Startup-Pitch-Berlin/events/259672153/,Czech Startup Pitch,78.97510590954657,9.6223047586579,259672153,Tue Apr  9 19:00:00 2019,Tschechisches Zentrum,4
265,Tech,55.68137,12.589346,dk,https://www.meetup.com/Go-Cph/events/254510103/,"April meet up (rescheduled, notice new date)",7.0,7.0,254510103,Tue Apr 30 18:00:00 2019,Corti,16
266,BookClubs,55.679127,12.589664,dk,https://www.meetup.com/AroundTheWorldBookClub/events/257402040/,Hopscotch (Original title in Spanish: Rayuela),7.0,7.0,257402040,Sun Apr  7 19:00:00 2019,Tango & Vinos,2
267,"Music,Lifestyle",55.68,12.57,dk,https://www.meetup.com/Copenhagen-Heavy-Metal-Meetup/events/257644301/,M\u00f8l - Musikcaf\u00e9en,7.0,7.0,257644301,Sat Apr  6 20:00:00 2019,,3
268,"Tech,Education",55.704617000000006,12.53746,dk,https://www.meetup.com/Copenhagen-Ruby-Brigade/events/257892313/,Ruby talks night at Autobutler,7.0,7.0,257892313,Wed Apr 10 17:00:00 2019,Autobutler.dk,15
269,"Tech,Education",55.68066999999999,12.57071,dk,https://www.meetup.com/Copenhagen-Ruby-Brigade/events/257892323/,Ruby Talks Night at Karnov,18.161569089404964,7.0,257892323,Wed May  8 17:00:00 2019,Karnov Group Denmark A / S,3
270,"Tech,Business",55.675358,12.565706,dk,https://www.meetup.com/Copenhagen-Legal-Hackers/events/257968586/,Coding for Lawyers,7.0,7.0,257968586,Tue Apr  2 18:00:00 2019,Gorrissen Federspiel,5
271,Tech,55.690266,12.563815,dk,https://www.meetup.com/meetup-group-bdEUVQHL/events/258352270/,Introduction to Gluon NLP & CV and ONNX,7.0,7.0,258352270,Thu Apr  4 17:00:00 2019,AudienceProject HQ,3
272,"Dancing,Social",55.677124,12.565194,dk,https://www.meetup.com/salsa-events-elstudio/events/258526546/,Copenhagen Dance Festival 2019,5.528298857883039,4.056597715766075,258526546,Fri Jun 14 16:00:00 2019,Pumpehuset,2
273,"Scifi,Lifestyle,BookClubs",55.68,12.57,dk,https://www.meetup.com/The-Social-Geek-CPH/events/258700118/,Towel Day Copenhagen 2019,119.63938798240541,82.09292532160362,258700118,Sat May 25 17:00:00 2019,,2
274,Tech,55.68768000000001,12.597389,dk,https://www.meetup.com/AgilityLab/events/258812719/,SAFe vs DevOps - Like oil and water or a match made in heaven?,7.0,7.0,258812719,Thu Apr  4 17:30:00 2019,A. P. Moller-Maersk,8
275,Tech,55.715282,12.549302,dk,https://www.meetup.com/Cloud-Native-Copenhagen/events/258922126/,Next-gen CI night,7.0,7.0,258922126,Tue Apr  9 17:00:00 2019,Symbion Fonden,23
276,"Well-being,Spirituality,Tech,Fitness",55.684353,12.570642,dk,https://www.meetup.com/Danish-Biohacker-Community/events/259014001/,Breathe for optimal energy and focus. Meet Dan Brul\u00e9: Master of the breath,37.1172881035589,7.0,259014001,Thu Apr 11 18:00:00 2019,Klub,7
277,Tech,55.676098,12.568337,dk,https://www.meetup.com/The-Copenhagen-Django-Meetup-Group/events/259047028/,DjangoGirls Copenhagen,7.0,7.0,259047028,Tue Apr  9 08:00:00 2019,Copenhagen,3
278,"Social,Singles,Food&Drink",55.68,12.57,dk,https://www.meetup.com/Active-and-Single-Meetup-30-45-Year-Old/events/259135878/,Cook a meal together for a charitable cause,7.0,7.0,259135878,Sun Apr 14 14:00:00 2019,,2
279,Tech,55.68,12.57,dk,https://www.meetup.com/GOTO-Nights-CPH/events/259157557/,MS Build 2019 Streaming Event,7.0,7.0,259157557,Mon May  6 18:00:00 2019,,7
280,Tech,55.78163000000001,12.512731,dk,https://www.meetup.com/Deep-Learning-DTU/events/259185943/,AI student expo @ Skylab with KPMG,7.0,7.0,259185943,Tue Apr  2 17:00:00 2019,DTU Skylab,43
281,Tech,55.695076,12.597785,dk,https://www.meetup.com/aicopenhagen/events/259186876/,ML & Beer: Collecting training data when you have none,7.0,7.0,259186876,Thu Apr  4 18:30:00 2019,Asia House,21
282,BookClubs,55.6965,12.550941,dk,https://www.meetup.com/AroundTheWorldBookClub/events/259247858/,Kafka on the Shore,7.0,7.0,259247858,Sun Apr 28 19:00:00 2019,Takii,3
283,"Social,Languages",55.676426,12.573394,dk,https://www.meetup.com/Copenhagen-Comedy-in-English/events/259262907/,Comedy // Dharmander Singh & Nik Coppin,27.852405493738107,20.210392225616637,259262907,Mon Jun 17 19:00:00 2019,Drop Inn,2
284,Tech,55.68239000000001,12.5773,dk,https://www.meetup.com/Cloud-Native-Copenhagen/events/259355667/,Cloud Native Architecture at scale and a Fairytale of Databases,7.0,7.0,259355667,Thu Apr 25 17:00:00 2019,Landem\u00e6rket 10,14
285,"Social,Photography,Arts",55.77706,12.5872,dk,https://www.meetup.com/photo-cph/events/259361240/,Its that time again.  Photowalk in Dyrehaven (Deerpark) Spring Edition ,27.79470103914457,7.0,259361240,Sun Apr 14 07:00:00 2019,Klampenborg Station | DSB,11
286,Tech,55.66611,12.580569,dk,https://www.meetup.com/rladies-copenhagen/events/259386566/,April is Shiny!,7.0,7.0,259386566,Thu Apr 11 17:30:00 2019,Deloitte Horizon,14
287,Tech,55.685825,12.570292,dk,https://www.meetup.com/Copenhagen-Graph-Databases-Meetup/events/259549580/,Global Graph Celebration Day - Copenhagen,7.0,7.0,259549580,Mon Apr 15 17:00:00 2019,DSSL - Digital Social Science Lab,10
288,Outdoors,55.794437,12.356164,dk,https://www.meetup.com/CopenhagenAdventureGroup/events/259559107/,Hike around Farum s\u00f8,9.262055305908387,7.0,259559107,Sun Apr  7 11:00:00 2019,Fures\u00f8 Municipality,8
289,"Films,Languages",40.432446,-3.705431,es,https://www.meetup.com/Madrid-Independent-Cinema-Group/events/196982592/,Sesi\u00f3n Continua,16.74153826060596,13.494358840403974,196982592,Thu Dec  5 20:30:00 2019,Peque\u00f1o Cine Estudio,2
290,"Well-being,Outdoors,Languages,Fitness,Arts",40.40994600000001,-3.687473,es,https://www.meetup.com/Madrid-Retiro-Yoga-Practice-Meetup-%E9%A9%AC%E5%BE%B7%E9%87%8C%E4%B8%BD%E6%B1%A0%E5%85%AC%E5%9B%AD%E7%91%9C%E4%BC%BD/events/250059885/,"Weekend Relax, Yoga en Retiro con Jing(Nivel intermedio)",7.0,7.0,250059885,Sun Apr 14 13:00:00 2019,"Puerta del \u00c1ngel Ca\u00eddo, Retiro \u4e3d\u6c60\u516c\u56ed\u5927\u95e8",13
291,"Tech,Business",40.412415,-3.718261,es,https://www.meetup.com/collisions-projects/events/251552829/,Introducci\u00f3n a la computaci\u00f3n cu\u00e1ntica con IBM,7.0,7.0,251552829,Thu Apr 11 19:00:00 2019,Google For Startups Campus,128
292,"Well-being,Spirituality,Education,Social,Arts",40.44637,-3.70622,es,https://www.meetup.com/Risoterapia-en-Madrid/events/254738316/,Risoterapia en Madrid,7.0,7.0,254738316,Sat Apr  6 17:00:00 2019,Espacio de Danza y Creaci\u00f3n ,2
293,"Business,Tech,Arts",40.473,-3.68627,es,https://www.meetup.com/GrowthHackingMadrid/events/255123488/,Growth Hackers Sprint 2019,7.0,7.0,255123488,Thu Jun  6 09:30:00 2019,Escuela de Negocios y Direcci\u00f3n,6
294,"Business,Tech,Arts",40.412426,-3.718222,es,https://www.meetup.com/GrowthHackingMadrid/events/256711290/,"Inteligencia Artificial, en la cresta de la ola",7.0,7.0,256711290,Thu Apr 11 15:30:00 2019,Google for Startups Campus,62
295,"Business,Social",40.432388,-3.684626,es,https://www.meetup.com/kairoclubdenegocios/events/257594340/,Sesi\u00f3n de Speed Networking. Marca Profesional y Reputaci\u00f3n on line,7.0,7.0,257594340,Wed Apr 10 18:00:00 2019,Centro de Negocios CN Lagasca ,5
296,"Business,Social",40.432388,-3.684626,es,https://www.meetup.com/kairoclubdenegocios/events/257594381/,Sesi\u00f3n de Speed Networking. Claves de \u00e9xito para Emprender,5000.0,4206.455637611992,257594381,Wed Apr 24 18:00:00 2019,Centro de Negocios CN Lagasca ,2
297,"Business,Social",40.432388,-3.684626,es,https://www.meetup.com/kairoclubdenegocios/events/257594534/,Sesi\u00f3n de Speed Networking. Educaci\u00f3n financiera para emprendedores,11.682462382305427,7.0,257594534,Wed Jun 19 18:00:00 2019,Centro de Negocios CN Lagasca ,4
298,"Tech,Business",40.43813,-3.689649,es,https://www.meetup.com/Madrid-Data-Science-ODSC/events/257892087/,Drinks with Data Scientists,7.0,7.0,257892087,Wed Apr 10 19:00:00 2019,Wanda Caf\u00e9 Optimista,23
299,"Outdoors,Social",38.912727,1.449317,es,https://www.meetup.com/Ibiza-Formentera-vacaciones-en-velero/events/257935498/,Ibiza Formentera 18 y 19 mayo,1067.6453603756688,868.8809311311264,257935498,Fri May 17 22:00:00 2019,Ibiza,2
300,"Well-being,Spirituality",40.47017,-3.697479,es,https://www.meetup.com/DIMadrid/events/258023435/,Marcos Cartagena - Los 9 Pilares de Jap\u00f3n para una vida centenaria con sentido,7.0,7.0,258023435,Thu May  9 19:15:00 2019,Calle Rosario Romero 25 - NEXT YOU,9
301,Tech,40.412415,-3.718261,es,https://www.meetup.com/WordPress-Madrid/events/258124668/, 2\u00d71. 1\u00aa Meetup en Sierra Leona y Seguridad en WordPress y su entorno,7.0,7.0,258124668,Thu Apr 25 18:30:00 2019,Google For Startups Campus,47
302,"Films,Languages",40.42612,-3.70245,es,https://www.meetup.com/Madrid-Independent-Cinema-Group/events/258383373/,"IDA, 2013, POLONIA, VOSE, Pawel Pawlikowski, 80\u00b4",7.0,7.0,258383373,Sat Apr  6 21:00:00 2019,LA MORADA,13
303,Tech,40.419304,-3.697647,es,https://www.meetup.com/UX-Academy/events/258390735/,Circular Design Workshop: Dise\u00f1ando un futuro sostenible,7.0,7.0,258390735,Wed Apr 24 18:30:00 2019,Utopicus,13
304,"Social,Singles,Arts",31.629473,-7.981084,es,https://www.meetup.com/Planes-y-viajes-para-mujeres-en-Madrid/events/258392982/,Semana Santa en Marruecos - Viaje Marrakech & Desierto - V\u00edvelo con intensidad.,1051.5956120952444,1051.5956120952444,258392982,Sat Apr 13 12:00:00 2019,Marrakesh,3
305,"Well-being,Education",40.448296,-3.692569,es,https://www.meetup.com/El-mago-de-la-psicologia-Carl-G-Jung/events/258468454/,LOS SUE\u00d1OS: \u00bfEL MENSAJE DEL INCONSCIENTE?,7.0,7.0,258468454,Wed May  8 18:00:00 2019,WeWork,5
306,"Outdoors,Social,Community",40.393314,-3.679179,es,https://www.meetup.com/Activate-Senderismo/events/258476871/,Caminito del Rey \u2013 Malaga. **SEMANA SANTA**,7.0,7.0,258476871,Thu Apr 18 08:00:00 2019,Churreria Patuchurro,3
307,"Business,Tech",40.4201,-3.705322,es,https://www.meetup.com/Fintech-LOVE/events/258656351/,Fintech.LOVE (abril 2019) \u2192 finleap + data/social,7.0,7.0,258656351,Thu Apr 25 19:00:00 2019,Go Madrid,24
308,"Tech,Business,Education",40.42,-3.71,es,https://www.meetup.com/Comunidad-de-Formadores-IT-en-Madrid/events/258697114/,Webinar de introducci\u00f3n a UX y Design Thinking | Online (Pospuesto),7.0,7.0,258697114,Mon May 20 19:00:00 2019,,17
309,Tech,40.42028,-3.70577,es,https://www.meetup.com/KeepCoding/events/258704344/,Sesi\u00f3n de Lanzamiento: Bootcamp Aprende a Programar Desde Cero - III Edici\u00f3n,7.0,7.0,258704344,Wed Apr 10 19:30:00 2019,Online Webinar ,19
310,Tech,40.42028,-3.70577,es,https://www.meetup.com/KeepCoding/events/258704413/,Sesi\u00f3n de lanzamiento:Full Stack Big Data & Machine Learning Bootcamp IV Edici\u00f3n,7.0,7.0,258704413,Wed Apr 24 19:30:00 2019,Online Webinar ,20
311,"Outdoors,Social",40.46537,-3.595152,es,https://www.meetup.com/Amigos-de-la-Montana-Senderismo-Trekking-y-mucho-mas/events/258773437/,Marruecos 11-16 Junio. Atlas-Ascensi\u00f3n al Toubkal (4.167m).,2261.103860890891,7.0,258773437,Tue Jun 11 20:00:00 2019,AEROPUERTO  ADOLFO  SUAREZ  ,3
312,Tech,40.43519600000001,-3.813062,es,https://www.meetup.com/PUGSpain/events/258791268/,"Power Platform World Tour - Madrid, Spain",16.364924764610848,7.0,258791268,Tue Nov 12 09:00:00 2019,Microsoft Ib\u00e9rica S.R.L.,3
313,"Outdoors,Social,Singles",40.480267,-3.579801,es,https://www.meetup.com/Viajes-expres-desde-Madrid/events/258814744/,Viaje a Como y Lago de Como (Italia),7.0,7.0,258814744,Sat May 25 09:45:00 2019,AEROPUERTO ADOLFO SUAREZ MADRID BARAJAS,2
314,"Films,Languages",40.426113,-3.702474,es,https://www.meetup.com/Madrid-Independent-Cinema-Group/events/258909499/,"Siete d\u00edas de mayo (1964) - John Frankenheimer, 120 VOSE",7.0,7.0,258909499,Sat Apr 13 21:00:00 2019,La Morada,2
315,"Well-being,Spirituality",40.47017,-3.697479,es,https://www.meetup.com/DIMadrid/events/258913317/,Metodo ADAMANTIO -  Crea tus propios H\u00e1bitos de Titanio,7.0,7.0,258913317,Thu Apr 11 19:20:00 2019,Calle Rosario Romero 25 - NEXT YOU,24
316,"Tech,Business",40.448303,-3.692637,es,https://www.meetup.com/meetup-group-gcOsJADM/events/258957432/,ENTRADAS AGOTADAS: C\u00f3mo acelerar tu startup de Slow Life,7.0,7.0,258957432,Wed May  8 18:00:00 2019,WeWork,10
317,"Outdoors,Fitness,Social,Community",40.40828,-3.689682,es,https://www.meetup.com/Senderismo-en-grupo-por-Espana/events/258959424/,Valle del Jerte en flor (salida senderista o cultural),39.724253227920116,27.60942705796505,258959424,Sun Apr  7 08:00:00 2019,"Paseo de la Infanta Isabel, 3",2
318,"Outdoors,Fitness,Social,Community",40.40828,-3.689682,es,https://www.meetup.com/Senderismo-en-grupo-por-Espana/events/258959464/,Valle del Jerte en flor (salida senderista o cultural),8.320925675879634,7.880617117253089,258959464,Sat Apr 13 08:00:00 2019,"Paseo de la Infanta Isabel, 3",2
319,"Business,Tech",40.502308,-3.697872,es,https://www.meetup.com/Madrid-Legal-Hackers-Meetup/events/258986033/,Legal Hackers EMEA 2019 Summit ,5000.0,11.677564090161614,258986033,Sat Jun  8 09:00:00 2019,Lefebvre,6
320,"Outdoors,Sports,Well-being,Photography,Social,Fitness,Community,Food&Drink,Arts",40.32187,-7.612967,es,https://www.meetup.com/Parnasius-Trek/events/258986100/,Serra da Estrela. Primavera glaciar. Nivel 3 ,7.0,7.0,258986100,Fri May 17 20:00:00 2019,Torre,6
321,"Outdoors,Fitness,Social,Community",40.40828,-3.689682,es,https://www.meetup.com/Senderismo-en-grupo-por-Espana/events/258987190/,"Senderismo por el Caminito del Rey, Pe\u00f1\u00f3n de Gibraltar, Torcal de Antequera...",7.0,7.0,258987190,Thu Apr 18 08:30:00 2019,"Paseo de la Infanta Isabel, 3",2
322,"Well-being,Social,Food&Drink,Singles,Dancing,Outdoors",40.432766,-3.678741000000001,es,https://www.meetup.com/diviertete/events/258994408/,"Super Party Singles, \u00bfVives en Madrid\u00a0 y quieres conocer solteros en Madrid?  ",12.035004956948312,7.0,258994408,Sat Apr  6 22:00:00 2019,El Doblon,15
